Current (mA) - Plot 0	Pressure (psi) - Plot 0	Current (mA) - Plot 1	Pressure (psi) - Plot 1	Current (mA) - Plot 2	Pressure (psi) - Plot 2	
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.4m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.4m	-3k					
-16.5m	-3k					
-16.4m	-3k					
-16.5m	-3k					
-16.5m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.3m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.3m	-3k					
-16.4m	-3k					
-16.3m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.4m	-3k					
-16.3m	-3k					
-16.4m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.4m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.3m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.3m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.1m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.1m	-3k					
-16.2m	-3k					
-16.1m	-3k					
-16.2m	-3k					
-16.2m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16m	-3k					
-16m	-3k					
-16.1m	-3k					
-16.1m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-15.9m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-16m	-3k					
-15.9m	-3k					
-16m	-3k					
-15.9m	-3k					
-16m	-3k					
-16m	-3k					
-15.9m	-3k					
-16m	-3k					
-15.9m	-3k					
-16m	-3k					
-15.9m	-3k					
-16m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-16m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-16m	-3k					
-15.9m	-3k					
-16m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.9m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.7m	-3k					
-15.8m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.7m	-3k					
-15.8m	-3k					
-15.7m	-3k					
-15.8m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.8m	-3k					
-15.8m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.6m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.6m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.7m	-3k					
-15.6m	-3k					
-15.7m	-3k					
-15.6m	-3k					
-15.7m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.7m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.5m	-3k					
-15.6m	-3k					
-15.5m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.5m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.6m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.6m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.4m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.4m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.4m	-3k					
-15.5m	-3k					
-15.4m	-3k					
-15.5m	-3k					
-15.5m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.5m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.4m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.3m	-3k					
-15.2m	-3k					
-15.3m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.3m	-3k					
-15.2m	-3k					
-15.3m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.3m	-3k					
-15.2m	-3k					
-15.3m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.3m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.2m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15.1m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-14.9m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-14.9m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-14.9m	-3k					
-15m	-3k					
-15m	-3k					
-15m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-15m	-3k					
-14.9m	-3k					
-15m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-15m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.9m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.8m	-3k					
-14.8m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.6m	-3k					
-14.7m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.7m	-3k					
-14.6m	-3k					
-14.7m	-3k					
-14.7m	-3k					
-14.6m	-3k					
-14.7m	-3k					
-14.6m	-3k					
-14.7m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.7m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.5m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.5m	-3k					
-14.6m	-3k					
-14.5m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.5m	-3k					
-14.6m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.6m	-3k					
-14.6m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.5m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.4m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.2m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.3m	-3k					
-14.2m	-3k					
-14.3m	-3k					
-14.2m	-3k					
-14.3m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.3m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.3m	-3k					
-14.2m	-3k					
-14.3m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.1m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.1m	-3k					
-14.2m	-3k					
-14.1m	-3k					
-14.2m	-3k					
-14.2m	-3k					
-14.1m	-3k					
-14.2m	-3k					
-14.1m	-3k					
-14.2m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14.1m	-3k					
-14m	-3k					
-14.1m	-3k					
-14m	-3k					
-14.1m	-3k					
-14m	-3k					
-14.1m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14.1m	-3k					
-14m	-3k					
-14.1m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-13.9m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-14m	-3k					
-13.9m	-3k					
-14m	-3k					
-13.9m	-3k					
-14m	-3k					
-13.9m	-3k					
-14m	-3k					
-14m	-3k					
-13.9m	-3k					
-14m	-3k					
-13.9m	-3k					
-14m	-3k					
-13.9m	-3k					
-14m	-3k					
-14m	-3k					
-13.9m	-3k					
-13.9m	-3k					
