Pressure (psi) - Plot 0	Flow (GPM) - Plot 0	Pressure (psi) - Plot 1	Flow (GPM) - Plot 1	Pressure (psi) - Plot 2	Flow (GPM) - Plot 2	
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	4					
2.4k	4					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	4					
2.4k	4					
2.4k	4					
2.4k	4					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	4					
2.4k	4					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.5k	3.9					
2.5k	4					
2.4k	4					
2.4k	4					
2.5k	3.9					
2.4k	3.9					
2.4k	3.9					
2.5k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.4k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.4k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	3.9					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	3.9					
2.5k	3.9					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.6k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.5k	4					
2.6k	4					
2.6k	4					
2.5k	4					
2.5k	4					
2.6k	4					
2.5k	4					
2.5k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.5k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.5k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4					
2.6k	4					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.7k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.7k	4.1					
2.6k	4.1					
2.7k	4.1					
2.7k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.6k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.6k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
2.7k	4.1					
